regionidzip,zipcode,city,county,state,ziplat,ziplon,rentprice
97052,92845,Garden Grove,Orange,CA,33.78308,-118.02625,2.3389998025
97047,92840,Garden Grove,Orange,CA,33.78582,-117.93223,2.3389998025
97040,92832,Fullerton,Orange,CA,33.8686,-117.929,2.781434931
97048,92841,Garden Grove,Orange,CA,33.78689,-117.98195,2.3389998025
96946,92610,Foothill Ranch,Orange,CA,33.69614,-117.67607,2.3389998025
97041,92833,Fullerton,Orange,CA,33.87927,-117.96173,1.872036625
96993,92688,Rancho Santa Margarita,Orange,CA,33.620090000000005,-117.61231000000001,1.922739624
97063,92865,Orange,Orange,CA,33.82887,-117.84905,2.376812952
97064,92866,Orange,Orange,CA,33.78453,-117.84449,2.376812952
96961,92629,Dana Point,Orange,CA,33.47671,-117.70459,2.3899371069999997
96185,90630,Cypress,Orange,CA,33.8181,-118.03818000000001,2.3389998025
96983,92673,San Clemente,Orange,CA,33.466879999999996,-117.61214,2.016607355
96982,92672,San Clemente,Orange,CA,33.42989,-117.60933,2.060270603
97068,92870,Placentia,Orange,CA,33.880759999999995,-117.85512,2.273059361
96467,91709,Chino Hills,San Bernardino,CA,33.96432,-117.736,1.334697799
96859,92397,Wrightwood,San Bernardino,CA,34.36701,-117.62728,1.7696946384999999
97092,93013,Carpinteria,Santa Barbara,CA,34.44012,-119.49415,3.372681282
97094,93015,Fillmore,Ventura,CA,34.40573,-118.89653,2.3077829585
97109,93041,Port Hueneme,Ventura,CA,34.13102,-119.14668,2.3077829585
96384,91361,Westlake Village,Ventura,CA,34.136520000000004,-118.88905,2.255717256
97113,93060,Santa Paula,Ventura,CA,34.40168,-119.09935,2.3077829585
96383,91360,Thousand Oaks,Ventura,CA,34.212720000000004,-118.88213,1.9958333330000002
97084,93004,Ventura,Ventura,CA,34.278859999999995,-119.16548999999999,2.15818809
97081,93001,Ventura,Ventura,CA,34.192209999999996,-119.50791000000001,2.496865135
96385,91362,Thousand Oaks,Ventura,CA,34.19336,-118.81868999999999,1.9958333330000002
97091,93012,Camarillo,Ventura,CA,34.20328,-118.99795,2.326325411
97099,93023,Ojai,Ventura,CA,34.52395,-119.27429,2.3077829585
97089,93010,Camarillo,Ventura,CA,34.22983,-119.07463999999999,2.614303178
96393,91377,Oak Park,Ventura,CA,34.18497,-118.7669,2.436659722
97106,93035,Oxnard,Ventura,CA,34.18358,-119.22178000000001,2.11142219
97083,93003,Ventura,Ventura,CA,34.2846,-119.22221,2.15818809
97104,93033,Oxnard,Ventura,CA,34.15213,-119.12648999999999,2.11142219
96351,91320,Newbury Park,Ventura,CA,34.175979999999996,-118.94503999999999,2.3077829585
97097,93021,Moorpark,Ventura,CA,34.303490000000004,-118.88418999999999,2.3077829585
97107,93036,Oxnard,Ventura,CA,34.235620000000004,-119.18038999999999,2.138554217
97119,93066,Somis,Ventura,CA,34.28856,-119.02948,2.3077829585
97118,93065,Simi Valley,Ventura,CA,34.260220000000004,-118.77436999999999,2.220873786
97116,93063,Simi Valley,Ventura,CA,34.3046,-118.68443,2.220873786
97101,93030,Oxnard,Ventura,CA,34.20532,-119.17483999999999,2.11142219
97098,93022,Oak View,Ventura,CA,34.40733,-119.30566999999999,2.3077829585
